phone,email,call_attempt,lead_score
6195693496,kiran61@yahoo.com,2,8
6010833813,hello@domain,1,60
9326638542,usergmail.com,1,50
7722102647,deepak7205@outlook.com,1,74
98A76B321C,deepak4733@yahoo.com,1,67
98A76B321C,anita696@protonmail.com,3,91
8925229616,abc@abc,3,74
7202301549,sneha6554@gmail.com,5,98
71797962,kiran9800@gmail.com,5,71
6389802261,hello@domain,1,82
15832946,anita558@protonmail.com,3,82
8672111605,vijay3878@protonmail.com,4,23
6387710575,sneha5147@outlook.com,4,41
8168654191,rahul853@gmail.com,1,57
6386940035,sneha7978@protonmail.com,1,25
6809507906,kiran8360@protonmail.com,4,5
9880233413,sneha9994@yahoo.com,3,56
8747643173,sneha8824@outlook.com,4,67
7591527707,test@,3,90
8844366916,usergmail.com,0,53
98A76B321C,anita679@yahoo.com,5,97
9479119960,rohit6790@protonmail.com,0,11
7824705131,arjun6140@protonmail.com,5,68
003138849228,sneha780@outlook.com,1,8
6834916903,deepak1229@outlook.com,0,8
8974525356,hello@domain,1,75
7868996223,hello@domain,2,51
7672329547,rohit1220@gmail.com,3,90
8679024539,anita8020@gmail.com,5,51
7438646926,sneha5989@outlook.com,0,85
7536498487,rahul5868@gmail.com,4,88
98A76B321C,rahul3607@outlook.com,1,19
9146502147,deepak4169@yahoo.com,0,13
8482916026,meera9791@gmail.com,0,76
7272070021,sneha1071@gmail.com,3,6
99999,meera2158@gmail.com,3,27
8350576553,deepak8749@yahoo.com,0,40
9279387178,kiran6391@gmail.com,2,82
98A76B321C,anita2181@yahoo.com,3,39
6252163856,deepak3932@outlook.com,3,58
7827414486,priya4032@outlook.com,1,31
6572563599,meera8585@outlook.com,1,36
7421959677,abc@abc,1,71
8304997765,deepak8185@outlook.com,0,43
8749411484,deepak540@outlook.com,3,34
8965335631,rahul9496@outlook.com,2,83
98A76B321C,arjun5168@gmail.com,3,8
6020107646,rohit1720@outlook.com,5,0
8852547648,rohit2600@protonmail.com,4,68
64383115,deepak9173@gmail.com,1,92
83213783,priya7151@outlook.com,0,9
9594495355,arjun1758@gmail.com,5,8
98A76B321C,deepak4323@gmail.com,4,100
1234567890,rahul4573@gmail.com,2,81
98A76B321C,kiran9289@protonmail.com,5,74
1234567890,priya417@protonmail.com,1,4
9576016142,anita7958@protonmail.com,5,68
9443535589,sneha3459@gmail.com,5,62
98A76B321C,arjun9413@outlook.com,0,14
6372271948,sneha6884@protonmail.com,0,49
9131730889,anita4783@protonmail.com,3,78
7586867529,rahul7742@yahoo.com,4,76
9080159784,sneha728@gmail.com,5,14
9970145054,@gmail.com,4,28
6132481182,usergmail.com,1,81
9683236602,kiran7165@gmail.com,5,50
6944305775,rohit5624@gmail.com,4,75
6452929390,sneha4539@gmail.com,3,62
9654220854,deepak2454@outlook.com,4,2
7800686323,arjun5694@protonmail.com,1,68
7229626959,rahul7584@protonmail.com,2,24
99999,anita3254@protonmail.com,2,18
1234567890,deepak257@yahoo.com,0,34
9027523854,sneha463@outlook.com,0,8
7401020925,usergmail.com,0,59
8087986834,sneha644@yahoo.com,4,32
6645739814,kiran5607@outlook.com,5,63
8705216155,vijay1611@gmail.com,0,57
99999,arjun1414@protonmail.com,1,10
7225363986,deepak7099@gmail.com,0,73
99999,meera487@protonmail.com,5,1
1234567890,deepak8320@protonmail.com,5,48
9843449811,meera5884@protonmail.com,3,99
8617003896,abc@abc,2,86
6817866917,test@,3,21
9976784480,anita5333@outlook.com,0,32
6566737801,kiran7881@protonmail.com,1,33
6559293343,vijay4276@gmail.com,0,61
9248810257,meera2042@gmail.com,0,57
7192881601,arjun7738@outlook.com,4,18
9780696751,rahul392@yahoo.com,4,65
017291215389,vijay6370@protonmail.com,2,9
7140183344,priya2945@yahoo.com,5,48
6509626254,deepak7215@yahoo.com,2,24
8678032737,rohit1463@yahoo.com,1,66
7770138994,usergmail.com,2,55
13359595,priya4463@yahoo.com,3,65
9501524240,priya1005@yahoo.com,4,45
6308993047,deepak1516@outlook.com,4,69
98A76B321C,deepak8445@yahoo.com,3,25
86064410,meera2090@protonmail.com,5,37
8693354537,arjun2512@outlook.com,2,76
8810268672,vijay6521@protonmail.com,0,13
8671983782,priya4762@yahoo.com,1,35
6695325789,rahul8866@yahoo.com,4,52
1234567890,rahul4246@yahoo.com,0,90
9883596847,abc@abc,5,1
6226159612,deepak6742@outlook.com,4,20
6107694871,sneha6108@gmail.com,3,94
99999,rahul8915@gmail.com,4,25
6438048660,vijay6778@yahoo.com,3,35
8761322475,test@,5,31
497442826757,priya9218@outlook.com,3,89
9752690758,priya7812@protonmail.com,1,62
7721166825,priya3916@protonmail.com,3,44
6164367323,kiran4097@protonmail.com,3,73
8868258477,rahul760@yahoo.com,4,23
6353836552,usergmail.com,2,3
9103263580,sneha8391@protonmail.com,4,50
6536079418,@gmail.com,2,64
7020659539,meera2129@gmail.com,4,100
7181496591,anita1101@gmail.com,3,19
7493359263,priya9130@outlook.com,0,29
6400981158,vijay6069@outlook.com,4,30
9158999229,meera9881@gmail.com,3,82
002183995675,arjun5704@yahoo.com,4,83
98A76B321C,sneha908@yahoo.com,0,47
8435978197,rohit8972@yahoo.com,5,33
7620364652,sneha6719@outlook.com,2,19
9742145796,test@,2,82
021637067707,rahul7815@gmail.com,0,99
9469349338,rohit1168@yahoo.com,0,99
7370729064,rahul7547@protonmail.com,5,5
680984456752,vijay8214@gmail.com,5,19
8124340442,arjun9709@yahoo.com,2,99
1234567890,rahul2006@outlook.com,0,50
56070123,anita970@yahoo.com,3,98
6602508834,sneha1665@outlook.com,3,47
6659630104,rahul1685@protonmail.com,1,25
6088602357,rahul5781@protonmail.com,1,82
7553459288,kiran7368@protonmail.com,0,42
6961468347,abc@abc,3,69
9763881928,rahul3946@yahoo.com,1,42
1234567890,meera6258@yahoo.com,3,86
6688214612,rohit8273@protonmail.com,1,48
98A76B321C,priya7312@gmail.com,1,57
98A76B321C,priya4846@outlook.com,5,22
6254324155,usergmail.com,2,75
67555280,deepak674@yahoo.com,2,71
33766997,arjun3973@outlook.com,3,75
1234567890,arjun2904@yahoo.com,1,3
8844935716,anita2665@protonmail.com,3,79
6772981819,rohit9416@protonmail.com,2,76
6591670755,vijay3081@gmail.com,0,65
99999,arjun5322@outlook.com,0,2
7544939055,rahul2857@outlook.com,0,37
98A76B321C,kiran9206@protonmail.com,1,49
99999,kiran3093@protonmail.com,3,83
6936352275,vijay4708@outlook.com,0,78
7100304416,meera3307@gmail.com,4,4
7131249366,meera5315@outlook.com,4,95
98A76B321C,rahul625@gmail.com,5,24
9849074405,arjun1573@yahoo.com,3,66
7760614297,rahul6148@outlook.com,0,48
1234567890,priya9180@protonmail.com,0,6
6942866891,kiran706@protonmail.com,3,68
6914772147,test@,4,61
9998136828,sneha9851@gmail.com,3,25
6085416857,anita1243@protonmail.com,2,69
8303430377,test@,0,41
8972138058,deepak1910@protonmail.com,1,55
8597725174,anita3223@protonmail.com,5,16
9105775246,anita942@protonmail.com,0,4
9066086857,kiran1399@protonmail.com,3,37
9569506852,kiran6980@gmail.com,0,60
6878836024,rahul4902@protonmail.com,3,92
6919066824,arjun9075@gmail.com,5,67
8824824653,rohit1506@protonmail.com,4,13
9666490409,kiran8734@yahoo.com,1,67
9792153726,meera1765@outlook.com,1,45
9104563029,anita6288@gmail.com,2,92
7822696495,sneha9101@gmail.com,5,7
9984020151,usergmail.com,2,93
8251944935,rohit1305@yahoo.com,1,32
9322759552,abc@abc,5,53
6425913896,rahul5749@yahoo.com,1,83
7880187316,deepak5360@yahoo.com,3,30
79227278,rohit1739@gmail.com,4,61
8526286868,priya3485@outlook.com,0,95
058099484688,sneha9854@yahoo.com,1,25
98A76B321C,sneha6701@outlook.com,1,88
9314940619,meera4349@gmail.com,4,64
7996048893,priya4018@outlook.com,2,100
7703565168,vijay3602@outlook.com,1,69
7360987285,vijay246@protonmail.com,1,99
9401929712,vijay9308@yahoo.com,3,14
8148998241,@gmail.com,4,94
6192342465,anita7880@gmail.com,0,73
8356408785,arjun3842@gmail.com,4,0
8287058398,priya8498@outlook.com,2,21
6967236077,priya460@outlook.com,5,16
9917819454,abc@abc,5,17
7110983343,rahul6198@outlook.com,3,22
7214353978,abc@abc,1,93
7357325078,rohit9088@yahoo.com,2,13
7222619180,usergmail.com,0,62
9153658606,rahul2278@outlook.com,0,84
1234567890,deepak2919@protonmail.com,4,10
98A76B321C,meera1308@yahoo.com,3,76
6629498468,deepak6811@outlook.com,1,88
7599146697,hello@domain,1,42
8713091133,vijay8683@gmail.com,4,40
7625075320,sneha556@yahoo.com,5,24
7897763151,priya5886@gmail.com,2,97
8151427368,hello@domain,5,84
7675771087,abc@abc,0,52
860858505777,anita1419@yahoo.com,3,39
6420289717,sneha668@protonmail.com,4,88
8689735282,vijay1451@outlook.com,0,77
7113723731,deepak1694@outlook.com,5,56
6979267924,hello@domain,5,10
98A76B321C,rahul8462@yahoo.com,1,56
9371423923,anita4433@protonmail.com,0,63
8490584588,vijay3150@protonmail.com,3,40
99999,kiran6529@gmail.com,3,51
98A76B321C,deepak9929@outlook.com,2,0
6192313468,priya8768@protonmail.com,4,17
7951562337,deepak7162@gmail.com,1,90
9007466329,meera8438@gmail.com,1,28
98A76B321C,rohit3290@yahoo.com,0,55
328671586411,kiran597@gmail.com,1,52
1234567890,sneha1466@outlook.com,3,7
9355923927,deepak2846@outlook.com,4,5
9953746819,usergmail.com,1,11
7403863791,test@,1,72
6285350865,rohit3983@yahoo.com,2,8
99999,kiran3830@yahoo.com,5,1
6829413813,usergmail.com,1,5
99999,priya5904@yahoo.com,0,21
8187795222,rohit3779@protonmail.com,0,40
9854247919,priya4836@gmail.com,5,37
6301662135,meera5656@yahoo.com,4,15
98A76B321C,sneha2211@yahoo.com,5,52
24555007,rohit4323@yahoo.com,1,13
8960473562,kiran8015@yahoo.com,1,3
6290507187,vijay8256@gmail.com,4,41
98A76B321C,meera6663@gmail.com,5,19
36537089,rahul6571@outlook.com,5,68
6230230880,meera3275@gmail.com,4,54
8857834973,rahul4234@gmail.com,3,75
41995440,deepak2295@gmail.com,1,51
6266066458,sneha383@gmail.com,2,51
9830086408,sneha6421@yahoo.com,3,95
8941614586,vijay7050@yahoo.com,4,45
8717900031,kiran2064@gmail.com,0,45
9039161507,rohit5024@protonmail.com,0,9
9208630302,deepak8783@yahoo.com,5,6
8944403237,rahul3597@yahoo.com,0,92
8431000231,rohit8676@outlook.com,1,31
7941905497,arjun5829@gmail.com,4,47
9150601224,kiran598@yahoo.com,5,70
6378436645,rohit8315@gmail.com,2,64
1234567890,kiran3094@outlook.com,2,55
8280308574,rohit5410@protonmail.com,2,39
7297654229,vijay4913@gmail.com,1,0
6590240699,@gmail.com,1,51
9775043393,rahul2224@outlook.com,5,53
6023806935,meera5510@gmail.com,4,46
6008751621,hello@domain,0,52
8529489251,kiran896@gmail.com,5,2
34793413,deepak1767@yahoo.com,0,76
7952793535,rohit3449@protonmail.com,5,52
9694389930,anita1085@protonmail.com,2,83
208747752994,sneha1653@gmail.com,4,2
360916494127,arjun311@protonmail.com,5,28
25630212,arjun2845@yahoo.com,5,4
98A76B321C,rohit5439@yahoo.com,2,2
9062588042,sneha9265@gmail.com,0,44
6476558515,deepak9041@yahoo.com,3,84
7535467954,vijay6741@outlook.com,3,15
1234567890,meera9123@yahoo.com,2,2
7543090094,priya4647@yahoo.com,3,30
8468405841,priya5155@gmail.com,0,10
9476660354,test@,0,48
8524351932,arjun4861@yahoo.com,5,96
8458466795,rohit2679@outlook.com,0,29
6767275002,vijay8609@gmail.com,2,83
6601017390,priya1519@gmail.com,1,9
9033948832,rahul8791@yahoo.com,1,83
7253686998,priya2158@protonmail.com,5,2
7443809826,sneha6205@yahoo.com,3,91
61907343,arjun7429@protonmail.com,5,100
8307647712,deepak5257@outlook.com,4,24
6542270652,@gmail.com,3,77
7039980639,usergmail.com,2,3
99999,sneha6598@protonmail.com,3,18
7986417760,test@,3,17
9850282718,deepak8342@gmail.com,3,41
6381172622,vijay5314@yahoo.com,0,87
8147707891,test@,3,75
66619063,sneha7191@protonmail.com,4,72
6963893551,kiran5459@protonmail.com,4,17
9106564823,meera7016@protonmail.com,2,69
8259275841,anita6187@protonmail.com,1,66
9599152602,sneha4791@protonmail.com,4,33
6764077269,kiran3691@yahoo.com,0,73
9613851054,anita7477@protonmail.com,5,35
98A76B321C,kiran1100@yahoo.com,2,0
9249165193,deepak3497@yahoo.com,2,92
8674605738,arjun4989@outlook.com,1,27
1234567890,kiran4190@yahoo.com,2,26
1234567890,anita4742@gmail.com,2,93
8030600255,arjun1581@outlook.com,1,70
8090598115,priya8552@outlook.com,3,75
8860545397,deepak5908@protonmail.com,3,54
6909024638,rahul2321@yahoo.com,2,3
8290919926,arjun6484@gmail.com,4,31
6861907298,rahul5312@outlook.com,5,97
7244070002,arjun249@gmail.com,0,39
7309256368,rahul8177@outlook.com,0,30
6428948201,arjun1557@yahoo.com,3,56
9930789742,sneha7185@gmail.com,3,73
7333150235,sneha2255@gmail.com,0,90
9195392539,sneha5844@gmail.com,1,54
7659041607,sneha4586@gmail.com,3,21
9792021309,sneha1201@yahoo.com,1,7
8300792088,meera2804@gmail.com,1,25
7579978068,@gmail.com,5,96
6819892710,deepak8594@gmail.com,2,32
9290377308,rohit4751@yahoo.com,1,97
7622569473,priya8812@yahoo.com,3,13
8224749273,anita5004@gmail.com,4,83
1234567890,arjun7923@protonmail.com,0,30
99999,priya3960@gmail.com,0,94
6396558282,arjun8021@gmail.com,5,59
565399248215,kiran6546@yahoo.com,4,88
6760938969,@gmail.com,0,81
7177118936,priya6258@yahoo.com,5,66
99999,meera5371@gmail.com,5,5
821621933838,anita4593@gmail.com,0,59
6628231239,sneha9342@protonmail.com,4,91
8276761992,arjun8281@outlook.com,5,68
9855822531,usergmail.com,1,84
7375680981,kiran2772@protonmail.com,4,42
308998697597,arjun4042@protonmail.com,4,23
6077927900,kiran7734@outlook.com,4,9
6972408383,meera6674@protonmail.com,1,77
9679668161,anita5714@yahoo.com,1,81
7455997737,hello@domain,1,33
9725594162,vijay974@gmail.com,1,27
7291559416,priya8402@yahoo.com,3,5
6333855458,rohit1088@gmail.com,2,90
98A76B321C,deepak745@protonmail.com,5,26
6934047873,arjun5675@protonmail.com,1,93
8372071890,kiran9367@protonmail.com,2,100
8170860432,meera5898@protonmail.com,1,75
8417109859,abc@abc,2,11
7592744364,usergmail.com,5,59
6375363076,kiran1649@protonmail.com,2,84
98A76B321C,rahul2354@gmail.com,4,89
6769348613,sneha1882@protonmail.com,5,84
7206496157,deepak8858@protonmail.com,2,94
6665422435,kiran8154@yahoo.com,5,70
6054389601,arjun3431@outlook.com,5,42
7001651594,rahul2071@gmail.com,0,20
9704790338,priya2028@protonmail.com,5,27
10235828,rohit7297@outlook.com,3,32
9787596196,priya3268@protonmail.com,4,93
624211003810,anita3237@gmail.com,3,60
8666430584,kiran7842@gmail.com,3,35
7735457994,meera289@protonmail.com,1,21
6953066460,sneha4296@outlook.com,4,22
7787909836,sneha8806@yahoo.com,3,16
98A76B321C,sneha1524@outlook.com,2,71
6777901379,meera4093@outlook.com,3,6
7991408311,vijay7344@gmail.com,5,80
8048808500,vijay2390@outlook.com,5,60
1234567890,deepak6948@gmail.com,4,78
7631144556,deepak4331@yahoo.com,1,59
8798938812,sneha1398@protonmail.com,5,67
6939555342,vijay6280@outlook.com,4,52
7345854395,deepak3739@gmail.com,3,59
477194294693,sneha2919@gmail.com,2,76
8730885039,arjun3476@protonmail.com,2,0
7742325275,anita4897@yahoo.com,1,64
8360176407,sneha7694@protonmail.com,2,27
7840689578,rahul4625@outlook.com,5,56
9486692410,rahul866@yahoo.com,1,27
6555106066,kiran2624@yahoo.com,1,24
7534092606,rahul4598@yahoo.com,3,58
9117966307,sneha5275@yahoo.com,4,99
7479083267,rohit6982@yahoo.com,3,17
8703311940,kiran1096@gmail.com,5,91
6724581303,priya2468@gmail.com,0,61
99999,anita3656@outlook.com,0,55
7729948521,abc@abc,1,78
7887964545,arjun3379@protonmail.com,5,75
7814583108,hello@domain,1,80
03059157,vijay3790@protonmail.com,3,14
98A76B321C,arjun8226@protonmail.com,0,89
6738070372,kiran5444@gmail.com,1,39
8262406760,anita5424@protonmail.com,5,21
286067384017,rahul5516@gmail.com,4,46
9823529446,sneha8386@yahoo.com,5,22
98A76B321C,anita4448@gmail.com,5,79
6087195549,priya1472@protonmail.com,1,21
8489129976,priya7246@outlook.com,3,93
6584910733,arjun8508@outlook.com,3,38
8289884188,deepak5145@yahoo.com,1,58
8282519318,@gmail.com,4,51
266908092306,rahul2640@protonmail.com,4,25
8015084801,kiran2024@gmail.com,3,12
6114808406,sneha9415@gmail.com,3,36
9657382341,hello@domain,4,82
6314352139,kiran599@gmail.com,0,57
1234567890,anita8619@yahoo.com,3,80
6773563526,vijay8058@gmail.com,2,95
8005023341,deepak2868@gmail.com,3,34
7149148891,meera4667@protonmail.com,3,52
9530220792,rahul9769@outlook.com,1,96
8468310953,deepak5615@yahoo.com,1,14
9405259558,priya9463@gmail.com,0,83
7939297712,priya2036@outlook.com,5,46
8652899282,rohit9115@gmail.com,0,97
8502264261,test@,3,70
8351387653,sneha341@protonmail.com,2,1
99999,rahul6171@yahoo.com,5,29
8630808331,meera8768@yahoo.com,4,96
1234567890,priya5252@gmail.com,5,4
7745810683,rohit3731@protonmail.com,1,64
8161528852,meera2403@outlook.com,1,63
8779163578,vijay4437@gmail.com,0,76
1234567890,meera8920@gmail.com,2,42
7493546004,rahul1795@outlook.com,0,25
6680106971,vijay5267@outlook.com,4,49
6216878462,hello@domain,3,80
6163456565,kiran631@protonmail.com,1,65
9423972979,vijay2955@outlook.com,5,42
6836369853,arjun3090@gmail.com,2,58
9610331175,rahul9376@gmail.com,2,91
7631872912,arjun3189@protonmail.com,3,30
9500466987,vijay8842@yahoo.com,5,61
9961135217,deepak9401@gmail.com,4,81
9585274250,deepak735@yahoo.com,4,6
6856607071,rohit7510@outlook.com,3,86
7585046549,anita3282@yahoo.com,5,25
9102590876,anita4771@protonmail.com,1,65
6510947891,anita9771@gmail.com,3,23
6417893224,sneha8393@outlook.com,1,11
7808226170,anita6914@yahoo.com,1,68
9742724812,priya423@yahoo.com,5,86
94107035,kiran4213@gmail.com,0,24
7188606831,abc@abc,1,20
7568303842,rohit5180@protonmail.com,2,7
171282061088,priya9378@yahoo.com,5,53
6024526822,kiran4614@yahoo.com,4,82
8141153033,meera3085@gmail.com,0,97
465387391359,rohit7549@gmail.com,0,100
7335832798,vijay2219@protonmail.com,4,87
23390760,meera4847@gmail.com,2,53
9427087067,kiran4165@gmail.com,4,90
9799002352,sneha1752@gmail.com,4,66
9014213928,abc@abc,1,67
6408462851,deepak701@gmail.com,1,38
6360517399,usergmail.com,3,97
7405186251,priya6907@gmail.com,0,78
7737535895,@gmail.com,1,16
9146105120,rahul9572@yahoo.com,3,26
8491451971,arjun1585@gmail.com,4,31
6591459426,deepak3056@yahoo.com,2,71
9938088630,arjun8695@outlook.com,0,77
8499955212,@gmail.com,0,100
7152590739,deepak754@outlook.com,1,35
99999,deepak5834@gmail.com,1,54
9787259165,priya6711@protonmail.com,4,65
9308442960,kiran9509@protonmail.com,2,91
99999,kiran6814@outlook.com,3,52
8493243351,kiran8255@protonmail.com,3,43
7221579970,meera9592@yahoo.com,5,43
493047960100,kiran3047@outlook.com,4,84
7510932888,abc@abc,1,33
8216871232,kiran9140@yahoo.com,3,26
7659154827,kiran425@protonmail.com,5,14
7257112876,arjun6629@protonmail.com,3,27
1234567890,priya8942@protonmail.com,0,18
7287488574,kiran1874@outlook.com,5,1
32749310,priya3473@gmail.com,2,95
99999,anita338@gmail.com,5,84
9558202493,kiran5017@outlook.com,5,38
99999,meera3021@protonmail.com,3,11
8150878846,anita7398@protonmail.com,4,70
7930155368,vijay2148@protonmail.com,5,26
8497482506,vijay9565@outlook.com,3,3
99999,kiran413@yahoo.com,3,88
6441849756,sneha7523@outlook.com,1,53
9411964573,hello@domain,0,2
9088910355,sneha7247@outlook.com,1,58
9173780827,kiran7071@gmail.com,4,50
7718569085,@gmail.com,3,98
9995403342,kiran1327@gmail.com,2,39
99999,rohit3084@yahoo.com,3,94
6707038786,rahul8612@protonmail.com,0,90
6015292297,anita6860@outlook.com,4,75
8711163370,rohit8030@protonmail.com,1,23
08952347,meera2501@protonmail.com,5,30
8581723659,anita7586@yahoo.com,0,2
1234567890,meera2995@outlook.com,5,7
9732986626,arjun6806@protonmail.com,5,98
7660615317,priya8776@outlook.com,1,7
7036634976,kiran9533@outlook.com,4,9
9954447763,anita9689@protonmail.com,4,21
8690964695,usergmail.com,1,15
8683294454,rahul6553@gmail.com,5,23
1234567890,sneha5394@gmail.com,1,98
6355968424,vijay9642@yahoo.com,5,47
9347778389,anita2541@protonmail.com,1,75
1234567890,anita324@outlook.com,1,10
7369923545,rohit4770@yahoo.com,1,91
7355353363,sneha1364@gmail.com,1,51
8441180940,priya8422@yahoo.com,1,24
7258141633,rahul7821@outlook.com,1,5
98A76B321C,meera142@outlook.com,1,19
95457222,sneha2715@yahoo.com,2,100
8773107351,rohit4885@protonmail.com,4,96
7786787008,arjun9377@outlook.com,4,48
9968928863,sneha6515@protonmail.com,2,86
6800418913,anita5406@yahoo.com,2,85
6251513223,test@,0,92
9532722624,sneha6009@gmail.com,2,60
9771078360,vijay2209@protonmail.com,4,30
7034312347,rohit6595@gmail.com,3,67
9176207880,priya54@outlook.com,0,22
49824600,rohit8666@protonmail.com,1,8
7146758125,vijay8682@protonmail.com,2,11
6605600398,anita9747@protonmail.com,5,86
98A76B321C,priya4730@outlook.com,4,6
98A76B321C,kiran5666@gmail.com,3,64
9213720749,sneha7180@yahoo.com,3,21
8996894035,rahul7307@yahoo.com,5,26
6079474738,sneha7155@yahoo.com,0,85
6860825313,deepak7446@protonmail.com,2,80
7261579320,rohit7212@yahoo.com,2,23
1234567890,kiran3019@protonmail.com,5,31
9267464105,rohit4654@gmail.com,1,10
7063359831,test@,3,91
99999,deepak2967@protonmail.com,4,32
6135019454,arjun4898@yahoo.com,2,100
9450381264,@gmail.com,0,85
6367153997,deepak8933@gmail.com,0,80
9656087641,priya8673@protonmail.com,1,39
7897763151,priya5886@gmail.com,1,60
13346789,arjun9192@protonmail.com,0,43
6208650206,anita7332@protonmail.com,1,40
99999,deepak9857@protonmail.com,3,34
7156972552,kiran8240@yahoo.com,0,48
6868365719,meera8442@protonmail.com,5,19
8591158868,kiran8587@protonmail.com,0,93
6219076456,rohit2141@protonmail.com,4,34
9358125362,rohit8646@yahoo.com,3,44
7462655366,vijay3351@gmail.com,2,14
6813449450,priya3776@gmail.com,2,45
7782966206,rahul5907@yahoo.com,1,25
7249978059,usergmail.com,3,23
7432209288,kiran2896@protonmail.com,2,71
9367000398,arjun5082@outlook.com,5,41
6351451850,anita1151@protonmail.com,2,54
9005270042,rahul3382@outlook.com,0,31
542349431245,kiran5930@outlook.com,3,38
9115823802,deepak1532@yahoo.com,4,40
8095765357,vijay3900@outlook.com,0,44
8595064636,vijay2783@outlook.com,5,73
9576256150,rahul6022@outlook.com,0,50
67053973,vijay4479@yahoo.com,1,39
7033233030,sneha1244@protonmail.com,1,99
8074690697,kiran8989@protonmail.com,0,52
9005199642,priya6380@yahoo.com,1,28
6384925439,rahul3353@outlook.com,4,17
498763758906,priya7502@yahoo.com,0,75
14002030,rohit3467@yahoo.com,5,5
7642903394,meera3446@gmail.com,1,56
9478032661,abc@abc,5,58
8023756027,priya6838@gmail.com,4,62
7495072637,kiran2556@protonmail.com,1,38
98A76B321C,priya3632@yahoo.com,1,89
6679273451,arjun4204@outlook.com,5,6
7642561792,usergmail.com,1,37
99999,anita1692@outlook.com,1,90
98A76B321C,rohit6718@yahoo.com,4,51
9500177728,sneha8940@yahoo.com,4,55
9329510475,meera7417@protonmail.com,2,45
9388864135,@gmail.com,4,24
7303858996,meera2092@yahoo.com,3,7
6039124474,rohit9340@yahoo.com,5,76
6030262268,arjun1794@yahoo.com,2,20
99999,meera2569@gmail.com,3,39
9524362534,rohit961@protonmail.com,3,66
8892895748,priya2430@gmail.com,3,41
6500498994,test@,2,30
9589440243,kiran4827@gmail.com,3,20
9394530119,rohit423@yahoo.com,3,86
446716279826,arjun6685@gmail.com,0,18
8543352030,arjun8838@gmail.com,3,19
8894993455,arjun1106@outlook.com,0,50
7701746668,arjun9984@yahoo.com,3,66
6544376084,rahul3277@gmail.com,4,98
98A76B321C,rahul7177@yahoo.com,0,63
6792652741,deepak471@outlook.com,3,6
230039469719,kiran9396@yahoo.com,3,81
6608761566,rahul8474@gmail.com,5,77
9622934001,@gmail.com,3,93
44083720,anita9481@outlook.com,3,29
8532611144,deepak5038@yahoo.com,5,74
8075542092,test@,5,17
7987567160,meera15@outlook.com,1,86
8551366277,deepak5160@outlook.com,1,79
8221462406,arjun6899@yahoo.com,2,96
9367630486,@gmail.com,1,35
6264955963,meera389@yahoo.com,2,100
6710741556,sneha6464@protonmail.com,0,26
6933607861,deepak7112@protonmail.com,5,4
8504579883,vijay806@outlook.com,5,45
7019297051,kiran4534@yahoo.com,1,57
6012416275,kiran679@gmail.com,1,62
7242658610,arjun309@yahoo.com,2,89
6785800828,kiran5362@outlook.com,0,38
9570018472,deepak4622@protonmail.com,5,58
6880929155,hello@domain,0,59
9620541831,kiran4329@outlook.com,4,38
8508195063,rahul8085@outlook.com,3,42
8038459955,rohit7514@yahoo.com,3,88
6791873375,arjun852@outlook.com,4,50
8158858882,test@,1,93
739199808917,arjun340@protonmail.com,1,29
8053271422,sneha4965@yahoo.com,0,65
8509556663,sneha1673@yahoo.com,2,89
6065010281,vijay7658@outlook.com,5,3
9380841902,meera3068@outlook.com,3,89
9230450295,sneha6277@gmail.com,5,17
9197816422,kiran1809@outlook.com,5,5
6109964851,priya4192@yahoo.com,1,27
8710409037,hello@domain,1,90
8863286807,vijay6367@gmail.com,0,62
8946144809,anita5918@gmail.com,4,68
6160797676,sneha829@outlook.com,3,75
98A76B321C,kiran4193@gmail.com,3,36
9352729623,hello@domain,3,9
8788374918,priya2369@outlook.com,0,47
6817069154,priya57@protonmail.com,5,22
8006925568,deepak5582@gmail.com,1,46
99999,vijay5684@protonmail.com,1,70
8488446589,anita8673@gmail.com,3,56
9401688964,rohit7179@protonmail.com,1,42
9874388955,priya9757@outlook.com,1,77
7540793098,arjun8241@outlook.com,1,6
6146756313,hello@domain,5,18
9011325687,priya9823@gmail.com,0,95
7719799724,deepak8228@outlook.com,4,13
7782531404,rahul9518@outlook.com,5,82
41900119,sneha7952@protonmail.com,5,85
8280932336,priya6057@gmail.com,1,15
9218465865,test@,1,47
8252619379,rahul1244@yahoo.com,0,1
24473951,kiran4711@protonmail.com,2,87
8324026245,rohit3478@gmail.com,3,76
6901222213,priya6072@yahoo.com,2,97
9348974862,arjun4507@gmail.com,5,65
6455363347,kiran3210@gmail.com,4,21
9463322291,anita7829@outlook.com,5,19
9004896709,anita4242@yahoo.com,3,6
1234567890,deepak6408@protonmail.com,0,66
8045794466,vijay8598@outlook.com,0,69
6725893482,rahul653@yahoo.com,0,57
9053168698,priya695@outlook.com,1,10
8595878628,anita8472@protonmail.com,3,28
6573994550,deepak5744@yahoo.com,0,21
814634981083,arjun8400@gmail.com,2,16
7995353896,meera1842@protonmail.com,2,100
9367568294,arjun4396@protonmail.com,4,73
9084174582,abc@abc,5,7
8735406821,sneha1717@outlook.com,2,81
8329346206,arjun6742@gmail.com,4,5
7402618352,deepak9371@yahoo.com,5,84
6146017576,vijay3499@protonmail.com,2,3
6099139580,@gmail.com,2,87
6293263555,rohit282@outlook.com,5,100
98A76B321C,sneha2454@yahoo.com,3,79
65734915,rohit4601@protonmail.com,3,3
